开课学院,课程号,课程名,班级序号,教师名,学分,开课校区,教室类型,时间1,时间2,时间3,上课容量,主干课程
软件与通信工程学院,17AD3,无线单片机及其应用,B01,朱华贵,3,麦庐园校区,组网机房（软件学院）,3-567,,,40,0
软件与通信工程学院,17AF3,物联网控制原理与技术,B01,肖大雪,3,麦庐园校区, 多媒体,5-567,,,40,1
软件与通信工程学院,17AG3,物联网数据处理,B01,陈辉,3,麦庐园校区, 多媒体,3-34,5-34,,30,0
软件与通信工程学院,17AL3,自动控制原理,B01,肖大雪,3,麦庐园校区, 多媒体,1-12,3-34,,50,0
软件与通信工程学院,18A03,Android程序开发,B01,钟元生,3,麦庐园校区,组网机房（软件学院）,5-1234,,,50,0
软件与通信工程学院,18A03,Android程序开发,B02,张志兵,3,麦庐园校区,组网机房（软件学院）,2-89,3-34,,50,0
软件与通信工程学院,18A03,Android程序开发,B03,张志兵,3,麦庐园校区,组网机房（软件学院）,3-12,3-89,,50,0
软件与通信工程学院,18A03,Android程序开发,B04,曹重华,3,麦庐园校区,组网机房（软件学院）,1-1234,,,50,0
软件与通信工程学院,18A1K,软件开发工具,B01,王炜,3.5,麦庐园校区,组网机房（软件学院）,4-89A,,,55,0
软件与通信工程学院,18A1K,软件开发工具,B02,张守胜,3.5,麦庐园校区,组网机房（软件学院）,2-89A,,,55,0
软件与通信工程学院,18A1K,软件开发工具,B03,王炜,3.5,麦庐园校区,组网机房（软件学院）,4-567,,,55,0
软件与通信工程学院,18A1K,软件开发工具,B04,张华伟,3.5,麦庐园校区,组网机房（软件学院）,3-567,,,55,0
软件与通信工程学院,18A1K,软件开发工具,B05,张守胜,3.5,麦庐园校区,组网机房（软件学院）,2-567,,,50,0
软件与通信工程学院,18A34,大型软件系统分析与设计,B01,查大元,4,麦庐园校区,组网机房（软件学院）,3-1234,,,70,0
软件与通信工程学院,18A63,软件需求分析,B01,廖汗成,3,麦庐园校区, 多媒体,2-567,,,55,0
软件与通信工程学院,18A63,软件需求分析,B02,廖汗成,3,麦庐园校区, 多媒体,1-567,,,55,0
软件与通信工程学院,18A63,软件需求分析,B03,张驰,3,麦庐园校区, 多媒体,2-234,,,55,0
软件与通信工程学院,18A63,软件需求分析,B04,张驰,3,麦庐园校区, 多媒体,1-234,,,55,0
软件与通信工程学院,18A63,软件需求分析,B05,张驰,3,麦庐园校区, 多媒体,2-89A,,,55,0
软件与通信工程学院,18A83,算法分析与设计,B01,尹爱华,3,麦庐园校区, 多媒体,2-89A,,,50,0
软件与通信工程学院,18B03,概率论与随机过程,B01,尧文元,3,麦庐园校区, 多媒体,3-89A,,,40,1
软件与通信工程学院,18B03,概率论与随机过程,B02,尧文元,3,麦庐园校区, 多媒体,1-89A,,,40,1
软件与通信工程学院,18B03,概率论与随机过程,B03,白耀辉,3,麦庐园校区, 多媒体,2-567,,,40,0
软件与通信工程学院,4803B,大数据技术导论,B01,边海容,1.5,麦庐园校区, 多媒体,5-34,,,65,0
软件与通信工程学院,4803B,大数据技术导论,B02,边海容,1.5,麦庐园校区, 多媒体,5-12,,,65,0
软件与通信工程学院,4803B,大数据技术导论,B03,边海容,1.5,麦庐园校区, 多媒体,4-12,,,65,0
软件与通信工程学院,4803B,大数据技术导论,B04,边海容,1.5,麦庐园校区, 多媒体,4-34,,,65,0
软件与通信工程学院,4803B,大数据技术导论,B05,边海容,1.5,麦庐园校区, 多媒体,2-12,,,65,0
软件与通信工程学院,4803B,大数据技术导论,B06,边海容,1.5,麦庐园校区, 多媒体,2-34,,,65,0
软件与通信工程学院,4804B,计算机网络（软件）,B01,邢芳,1.5,麦庐园校区, 多媒体,1-234,,,65,0
软件与通信工程学院,4804B,计算机网络（软件）,B02,邢芳,1.5,麦庐园校区, 多媒体,1-234,,,65,0
软件与通信工程学院,4804B,计算机网络（软件）,B03,邢芳,1.5,麦庐园校区, 多媒体,2-567,,,65,0
软件与通信工程学院,4804B,计算机网络（软件）,B04,邢芳,1.5,麦庐园校区, 多媒体,2-567,,,65,0
软件与通信工程学院,4804B,计算机网络（软件）,B05,邢芳,1.5,麦庐园校区, 多媒体,1-567,,,65,0
软件与通信工程学院,4804B,计算机网络（软件）,B06,邢芳,1.5,麦庐园校区, 多媒体,1-567,,,65,0
软件与通信工程学院,4810B,软件体系结构,B01,段喜龙,1.5,麦庐园校区, 多媒体,1-567,,,65,0
软件与通信工程学院,4810B,软件体系结构,B02,段喜龙,1.5,麦庐园校区, 多媒体,5-89A,,,65,0
软件与通信工程学院,4811B,软件项目管理,B01,黄轩,1.5,麦庐园校区, 多媒体,3-567,,,65,1
软件与通信工程学院,4811B,软件项目管理,B02,段喜龙,1.5,麦庐园校区, 多媒体,4-89A,,,65,1
软件与通信工程学院,4811B,软件项目管理,B03,廖汗成,1.5,麦庐园校区, 多媒体,1-123,,,65,1
软件与通信工程学院,4811B,软件项目管理,B04,段喜龙,1.5,麦庐园校区, 多媒体,4-89A,,,65,1
软件与通信工程学院,4811B,软件项目管理,B05,廖汗成,1.5,麦庐园校区, 多媒体,1-123,,,65,1
软件与通信工程学院,4811B,软件项目管理,B06,黄轩,1.5,麦庐园校区, 多媒体,3-567,,,65,1
软件与通信工程学院,4816B,移动商务导论,B01,涂保东,1.5,麦庐园校区, 多媒体,3-89A,,,50,0
软件与通信工程学院,4816B,移动商务导论,B02,涂保东,1.5,麦庐园校区, 多媒体,3-89A,,,50,0
软件与通信工程学院,4816B,移动商务导论,B04,李普聪,1.5,麦庐园校区, 多媒体,2-89A,,,50,0
体育学院、国防教育部,10002,体育社会学,B01,冯婧,2,麦庐园校区, 多媒体,4-34,,,60,0
体育学院、国防教育部,10012,体育管理学,B01,朱亚坤,2,麦庐园校区, 多媒体,4-12,,,60,0
体育学院、国防教育部,10314,体育精选IV,B01,吴光军,4,麦庐园校区,普通教室,1-12,5-34,,60,0
体育学院、国防教育部,10314,体育精选IV,B02,吴光军,4,麦庐园校区,普通教室,1-34,5-12,,60,0
体育学院、国防教育部,10314,体育精选IV,B03,齐健麟,4,麦庐园校区,普通教室,1-56,4-56,,60,0
体育学院、国防教育部,10314,体育精选IV,B04,齐健麟,4,麦庐园校区,普通教室,1-78,3-56,,60,0
体育学院、国防教育部,10452,体育管理学（双语）,B01,冯婧,2,麦庐园校区, 多媒体,5-56,,,60,0
体育学院、国防教育部,10471,体育4,A01,顾鸿刚,1,蛟桥园校区,男子篮球,1-12,,,34,0
体育学院、国防教育部,10471,体育4,A02,唐进安,1,蛟桥园校区,女子篮球,1-12,,,34,0
体育学院、国防教育部,10471,体育4,A03,王建平,1,蛟桥园校区,排球,1-12,,,34,0
体育学院、国防教育部,10471,体育4,A04,熊三平,1,蛟桥园校区,足球,1-12,,,34,0
体育学院、国防教育部,10471,体育4,A05,赵建强,1,蛟桥园校区,乒乓球,1-12,,,34,0
体育学院、国防教育部,10471,体育4,A06,谢清,1,蛟桥园校区,羽毛球,1-12,,,34,0
体育学院、国防教育部,10471,体育4,A07,黄丽萍,1,蛟桥园校区,网球,1-12,,,34,0
体育学院、国防教育部,10471,体育4,A08,熊建萍,1,蛟桥园校区,健美操,1-12,,,34,0
体育学院、国防教育部,10471,体育4,A09,钟冬根,1,蛟桥园校区,散打 ,1-12,,,34,0
体育学院、国防教育部,10471,体育4,A10,刘世健,1,蛟桥园校区,跆拳道,1-12,,,34,0
体育学院、国防教育部,10471,体育4,A11,刘春来,1,蛟桥园校区,武术,1-12,,,34,0
体育学院、国防教育部,10471,体育4,A12,徐贞,1,蛟桥园校区,击剑,1-12,,,34,0
体育学院、国防教育部,10471,体育4,A13,严伟,1,蛟桥园校区,轮滑,1-12,,,34,0
体育学院、国防教育部,10471,体育4,A14,顾鸿刚,1,蛟桥园校区,男子篮球,1-34,,,34,0
体育学院、国防教育部,10471,体育4,A15,唐进安,1,蛟桥园校区,女子篮球,1-34,,,34,0
体育学院、国防教育部,10471,体育4,A16,王建平,1,蛟桥园校区,排球,1-34,,,34,0
体育学院、国防教育部,10471,体育4,A17,熊三平,1,蛟桥园校区,足球,1-34,,,34,0
体育学院、国防教育部,10471,体育4,A18,赵建强,1,蛟桥园校区,乒乓球,1-34,,,34,0
体育学院、国防教育部,10471,体育4,A19,谢清,1,蛟桥园校区,羽毛球,1-34,,,34,0
体育学院、国防教育部,10471,体育4,A20,黄丽萍,1,蛟桥园校区,网球,1-34,,,34,0
体育学院、国防教育部,10471,体育4,A21,熊建萍,1,蛟桥园校区,健美操,1-34,,,34,0
体育学院、国防教育部,10471,体育4,A22,钟冬根,1,蛟桥园校区,散打 ,1-34,,,34,0
体育学院、国防教育部,10471,体育4,A23,刘世健,1,蛟桥园校区,跆拳道,1-34,,,34,0
体育学院、国防教育部,10471,体育4,A24,刘春来,1,蛟桥园校区,武术,1-34,,,34,0
体育学院、国防教育部,10471,体育4,A25,徐贞,1,蛟桥园校区,击剑,1-34,,,34,0
体育学院、国防教育部,10471,体育4,A26,严伟,1,蛟桥园校区,轮滑,1-34,,,34,0
体育学院、国防教育部,10471,体育4,A27,顾鸿刚,1,蛟桥园校区,男子篮球,3-12,,,34,0
体育学院、国防教育部,10471,体育4,A28,张晓英,1,蛟桥园校区,女子篮球,3-12,,,34,0
体育学院、国防教育部,10471,体育4,A29,王建平,1,蛟桥园校区,排球,3-12,,,34,0
体育学院、国防教育部,10471,体育4,A30,吕卫华,1,蛟桥园校区,足球,3-12,,,34,0
体育学院、国防教育部,10471,体育4,A31,彭永善,1,蛟桥园校区,乒乓球,3-12,,,34,0
体育学院、国防教育部,10471,体育4,A32,谢清,1,蛟桥园校区,羽毛球,3-12,,,34,0
体育学院、国防教育部,10471,体育4,A33,王俊,1,蛟桥园校区,网球,3-12,,,34,0
体育学院、国防教育部,10471,体育4,A34,熊建萍,1,蛟桥园校区,健美操,3-12,,,34,0
体育学院、国防教育部,10471,体育4,A35,钟冬根,1,蛟桥园校区,散打 ,3-12,,,34,0
体育学院、国防教育部,10471,体育4,A36,刘世健,1,蛟桥园校区,跆拳道,3-12,,,34,0
体育学院、国防教育部,10471,体育4,A37,刘春来,1,蛟桥园校区,武术,3-12,,,34,0
体育学院、国防教育部,10471,体育4,A38,徐贞,1,蛟桥园校区,击剑,3-12,,,34,0
体育学院、国防教育部,10471,体育4,A39,严伟,1,蛟桥园校区,轮滑,3-12,,,34,0
体育学院、国防教育部,10471,体育4,A40,顾鸿刚,1,蛟桥园校区,男子篮球,3-34,,,34,0
体育学院、国防教育部,10471,体育4,A41,张晓英,1,蛟桥园校区,女子篮球,3-34,,,34,0
体育学院、国防教育部,10471,体育4,A42,王建平,1,蛟桥园校区,排球,3-34,,,34,0
体育学院、国防教育部,10471,体育4,A43,吕卫华,1,蛟桥园校区,足球,3-34,,,34,0
体育学院、国防教育部,10471,体育4,A44,彭永善,1,蛟桥园校区,乒乓球,3-34,,,34,0
体育学院、国防教育部,10471,体育4,A45,谢清,1,蛟桥园校区,羽毛球,3-34,,,34,0
体育学院、国防教育部,10471,体育4,A46,王俊,1,蛟桥园校区,网球,3-34,,,34,0
体育学院、国防教育部,10471,体育4,A47,熊建萍,1,蛟桥园校区,健美操,3-34,,,34,0
体育学院、国防教育部,10471,体育4,A48,钟冬根,1,蛟桥园校区,散打 ,3-34,,,34,0
体育学院、国防教育部,10471,体育4,A49,刘世健,1,蛟桥园校区,跆拳道,3-34,,,34,0
体育学院、国防教育部,10471,体育4,A50,刘春来,1,蛟桥园校区,武术,3-34,,,34,0
体育学院、国防教育部,10471,体育4,A51,徐贞,1,蛟桥园校区,击剑,3-34,,,34,0
体育学院、国防教育部,10471,体育4,A52,严伟,1,蛟桥园校区,轮滑,3-34,,,34,0
体育学院、国防教育部,10471,体育4,A53,顾鸿刚,1,蛟桥园校区,男子篮球,3-56,,,34,0
体育学院、国防教育部,10471,体育4,A54,张晓英,1,蛟桥园校区,女子篮球,3-56,,,34,0
体育学院、国防教育部,10471,体育4,A55,王建平,1,蛟桥园校区,排球,3-56,,,34,0
体育学院、国防教育部,10471,体育4,A56,吕卫华,1,蛟桥园校区,足球,3-56,,,34,0
体育学院、国防教育部,10471,体育4,A57,彭永善,1,蛟桥园校区,乒乓球,3-56,,,34,0
体育学院、国防教育部,10471,体育4,A58,谢清,1,蛟桥园校区,羽毛球,3-56,,,34,0
体育学院、国防教育部,10471,体育4,A59,王俊,1,蛟桥园校区,网球,3-56,,,34,0
体育学院、国防教育部,10471,体育4,A60,熊建萍,1,蛟桥园校区,健美操,3-56,,,34,0
体育学院、国防教育部,10471,体育4,A61,钟冬根,1,蛟桥园校区,散打 ,3-56,,,34,0
体育学院、国防教育部,10471,体育4,A62,刘世健,1,蛟桥园校区,跆拳道,3-56,,,34,0
体育学院、国防教育部,10471,体育4,A63,刘春来,1,蛟桥园校区,武术,3-56,,,34,0
体育学院、国防教育部,10471,体育4,A64,徐贞,1,蛟桥园校区,击剑,3-56,,,34,0
体育学院、国防教育部,10471,体育4,A65,严伟,1,蛟桥园校区,轮滑,3-56,,,34,0
体育学院、国防教育部,10471,体育4,B01,唐进安,1,麦庐园校区,男子篮球,3-34,,,31,0
体育学院、国防教育部,10471,体育4,B02,崔开玲,1,麦庐园校区,女子篮球,3-34,,,31,0
体育学院、国防教育部,10471,体育4,B03,马荣华,1,麦庐园校区,排球,3-34,,,31,0
体育学院、国防教育部,10471,体育4,B04,廖毅彬,1,麦庐园校区,足球,3-34,,,31,0
体育学院、国防教育部,10471,体育4,B05,曹清,1,麦庐园校区,乒乓球,3-34,,,31,0
体育学院、国防教育部,10471,体育4,B06,赵建强,1,麦庐园校区,乒乓球,3-34,,,31,0
体育学院、国防教育部,10471,体育4,B07,屈丽萍,1,麦庐园校区,羽毛球,3-34,,,31,0
体育学院、国防教育部,10471,体育4,B08,黄丽萍,1,麦庐园校区,网球,3-34,,,31,0
体育学院、国防教育部,10471,体育4,B09,齐健麟,1,麦庐园校区,网球,3-34,,,31,0
体育学院、国防教育部,10471,体育4,B10,陈军2,1,麦庐园校区,健美操,3-34,,,31,0
体育学院、国防教育部,10471,体育4,B11,李强,1,麦庐园校区,健美操,3-34,,,31,0
体育学院、国防教育部,10471,体育4,B12,谢辉,1,麦庐园校区,散打,3-34,,,31,0
体育学院、国防教育部,10471,体育4,B13,肖舒鹏,1,麦庐园校区,跆拳道,3-34,,,31,0
体育学院、国防教育部,10471,体育4,B14,彭澄升,1,麦庐园校区,武术,3-34,,,31,0
体育学院、国防教育部,10471,体育4,B15,娄钟,1,麦庐园校区,体育舞蹈,3-34,,,31,0
体育学院、国防教育部,10471,体育4,B16,余文斌,1,麦庐园校区,篮球,4-12,,,34,0
体育学院、国防教育部,10471,体育4,B17,张晓英,1,麦庐园校区,篮球,4-12,,,34,0
体育学院、国防教育部,10471,体育4,B18,黄琼华,1,麦庐园校区,排球,4-12,,,34,0
体育学院、国防教育部,10471,体育4,B19,徐媛媛,1,麦庐园校区,足球,4-12,,,34,0
体育学院、国防教育部,10471,体育4,B20,彭永善,1,麦庐园校区,乒乓球,4-12,,,34,0
体育学院、国防教育部,10471,体育4,B21,赵建强,1,麦庐园校区,乒乓球,4-12,,,34,0
体育学院、国防教育部,10471,体育4,B22,谭军,1,麦庐园校区,羽毛球,4-12,,,34,0
体育学院、国防教育部,10471,体育4,B23,杜立群,1,麦庐园校区,网球,4-12,,,34,0
体育学院、国防教育部,10471,体育4,B24,王俊,1,麦庐园校区,网球,4-12,,,34,0
体育学院、国防教育部,10471,体育4,B25,陈军2,1,麦庐园校区,健美操,4-12,,,34,0
体育学院、国防教育部,10471,体育4,B26,刘璇,1,麦庐园校区,健美操,4-12,,,34,0
体育学院、国防教育部,10471,体育4,B27,谢辉,1,麦庐园校区,散打,4-12,,,34,0
体育学院、国防教育部,10471,体育4,B28,肖舒鹏,1,麦庐园校区,跆拳道,4-12,,,34,0
体育学院、国防教育部,10471,体育4,B29,彭澄升,1,麦庐园校区,武术,4-12,,,34,0
体育学院、国防教育部,10471,体育4,B30,刘春来,1,麦庐园校区,瑜伽,4-12,,,34,0
体育学院、国防教育部,10471,体育4,B31,余文斌,1,麦庐园校区,篮球,4-34,,,34,0
体育学院、国防教育部,10471,体育4,B32,张晓英,1,麦庐园校区,篮球,4-34,,,34,0
体育学院、国防教育部,10471,体育4,B33,黄琼华,1,麦庐园校区,排球,4-34,,,34,0
体育学院、国防教育部,10471,体育4,B34,徐媛媛,1,麦庐园校区,足球,4-34,,,34,0
体育学院、国防教育部,10471,体育4,B35,彭永善,1,麦庐园校区,乒乓球,4-34,,,34,0
体育学院、国防教育部,10471,体育4,B36,赵建强,1,麦庐园校区,乒乓球,4-34,,,34,0
体育学院、国防教育部,10471,体育4,B37,谭军,1,麦庐园校区,羽毛球,4-34,,,34,0
体育学院、国防教育部,10471,体育4,B38,杜立群,1,麦庐园校区,网球,4-34,,,34,0
体育学院、国防教育部,10471,体育4,B39,王俊,1,麦庐园校区,网球,4-34,,,34,0
体育学院、国防教育部,10471,体育4,B40,陈军2,1,麦庐园校区,健美操,4-34,,,34,0
体育学院、国防教育部,10471,体育4,B41,刘璇,1,麦庐园校区,健美操,4-34,,,34,0
体育学院、国防教育部,10471,体育4,B42,谢辉,1,麦庐园校区,散打,4-34,,,34,0
体育学院、国防教育部,10471,体育4,B43,肖舒鹏,1,麦庐园校区,跆拳道,4-34,,,34,0
体育学院、国防教育部,10471,体育4,B44,彭澄升,1,麦庐园校区,武术,4-34,,,34,0
体育学院、国防教育部,10471,体育4,B45,刘春来,1,麦庐园校区,瑜伽,4-34,,,34,0
体育学院、国防教育部,10481,奥林匹克运动,B01,谭刚,1,麦庐园校区, 多媒体,5-34,,,60,0
体育学院、国防教育部,10491,健身教练2,B01,刘璇,1,麦庐园校区,普通教室,1-56,,,20,0
体育学院、国防教育部,10491,健身教练2,B02,刘璇,1,麦庐园校区,普通教室,1-78,,,20,0
体育学院、国防教育部,10491,健身教练2,B03,刘璇,1,麦庐园校区,普通教室,2-78,,,20,0
体育学院、国防教育部,10491,健身教练2,B04,刘璇,1,麦庐园校区,普通教室,4-78,,,20,0
体育学院、国防教育部,10551,竞技体育学,B01,谭刚,1,麦庐园校区, 多媒体,5-34,,,60,0
体育学院、国防教育部,10561,篮球2,B01,黄琼华,1,麦庐园校区,普通教室,4-78,,,20,0
体育学院、国防教育部,10561,篮球2,B02,熊三平,1,麦庐园校区,普通教室,4-78,,,20,0
体育学院、国防教育部,10561,篮球2,B03,张宁1,1,麦庐园校区,普通教室,4-78,,,20,0
体育学院、国防教育部,10561,篮球2,B04,张宁1,1,麦庐园校区,普通教室,5-78,,,20,0
体育学院、国防教育部,10571,体育媒体与公关,B01,郑志强,1,麦庐园校区, 普通,4-56,,,60,0
体育学院、国防教育部,10591,网球2,B01,齐健麟,1,麦庐园校区,普通教室,1-12,,,20,0
体育学院、国防教育部,10591,网球2,B02,齐健麟,1,麦庐园校区,普通教室,1-34,,,20,0
体育学院、国防教育部,10591,网球2,B03,齐健麟,1,麦庐园校区,普通教室,2-12,,,20,0
体育学院、国防教育部,10591,网球2,B04,齐健麟,1,麦庐园校区,普通教室,2-34,,,20,0
体育学院、国防教育部,10681,运动保健学,B01,耿啸,1,麦庐园校区, 多媒体,1-89,,,60,0
体育学院、国防教育部,10701,群众体育学,B01,彭永善,1,麦庐园校区, 多媒体,1-34,,,60,0
体育学院、国防教育部,40001,运动营养学,B01,彭永善,1,麦庐园校区, 多媒体,1-34,,,60,0
体育学院、国防教育部,40072,体育保健学,A01,严伟,2,蛟桥园校区, 多媒体,3-89,,,0,0
体育学院、国防教育部,10A12,运动解剖学,B01,严伟,2,麦庐园校区, 多媒体,2-89,,,60,0
体育学院、国防教育部,10B52,教育学,A01,彭志武,2,蛟桥园校区, 多媒体,2-89,,,0,0
体育学院、国防教育部,10B52,教育学,B01,彭志武,2,麦庐园校区, 多媒体,2-56,,,0,0
统计学院,01463,保险精算,A01,徐海云,3,蛟桥园校区, 多媒体,3-89A,,,60,0
统计学院,03054,概率论与数理统计,A01,胡平波,4,蛟桥园校区, 多媒体,1-12,4-12,,60,1
统计学院,03054,概率论与数理统计,A02,李志龙,4,蛟桥园校区, 多媒体,1-12,4-12,,60,1
统计学院,03054,概率论与数理统计,B01,杨婷,4,麦庐园校区, 多媒体,2-12,4-34,,60,0
统计学院,03054,概率论与数理统计,B02,王京晶,4,麦庐园校区, 多媒体,1-12,3-34,,60,1
统计学院,03054,概率论与数理统计,B03,王京晶,4,麦庐园校区, 多媒体,1-34,3-12,,60,1
统计学院,03054,概率论与数理统计,B04,董瑶,4,麦庐园校区, 多媒体,1-12,3-34,,60,1
统计学院,03054,概率论与数理统计,B05,董瑶,4,麦庐园校区, 多媒体,1-34,3-12,,60,1
统计学院,03054,概率论与数理统计,B06,杨婷,4,麦庐园校区, 多媒体,2-34,4-12,,60,1
统计学院,06003,统计学,A01,董成武,3,蛟桥园校区, 多媒体,3-123,,,60,1
统计学院,06003,统计学,A02,董成武,3,蛟桥园校区, 多媒体,4-567,,,60,1
统计学院,06003,统计学,A03,董成武,3,蛟桥园校区, 多媒体,4-89A,,,60,1
统计学院,06003,统计学,A04,周伟,3,蛟桥园校区, 多媒体,3-89A,,,60,1
统计学院,06003,统计学,B01,李晶2,3,麦庐园校区, 多媒体,5-567,,,60,1
统计学院,06004,统计学II,A01,魏和清,4,蛟桥园校区, 多媒体,1-34,3-89,,60,1
统计学院,06004,统计学II,A02,平卫英,4,蛟桥园校区, 多媒体,1-34,3-34,,60,1
统计学院,06013,国民经济核算,A01,刘小瑜,3,蛟桥园校区, 多媒体,1-567,,,60,1
统计学院,06022,SPSS软件应用,A01,万兆泉,2,蛟桥园校区,机房（经济实验中心）,3-34,,,60,0
统计学院,06063,预测与决策,A01,万兆泉,3,蛟桥园校区, 多媒体,2-89A,,,120,0
统计学院,06074,统计学,A01,魏和清,4,蛟桥园校区, 多媒体,2-34,4-89,,60,1
统计学院,06074,统计学,A02,郭露,4,蛟桥园校区, 多媒体,3-34,4-12,,60,1
统计学院,06074,统计学,A03,郭露,4,蛟桥园校区, 多媒体,3-12,4-34,,60,1
统计学院,06074,统计学,A06,刘小林,4,蛟桥园校区, 多媒体,1-12,4-34,,60,1
统计学院,06074,统计学,A07,刘小林,4,蛟桥园校区, 多媒体,1-34,4-12,,60,1
统计学院,06074,统计学,A08,温婷,4,蛟桥园校区, 多媒体,3-12,5-34,,60,1
